Price,Discount,Revenue
1184.1,0.0,5920.5
424.1,0.0,424.1
580.98,0.0,1161.96
235.18,0.0,235.18
8.0,0.0,24.0
17.18,0.0,51.54
127.71,0.0,255.42
20.16,0.0,20.16
57.47,0.0,57.47
282.16,0.16,1896.1152
291.32,0.0,582.64
17.84,0.2,14.272
19.17,0.18,94.3164
36.36,0.0,109.08
67.14,0.0,402.84
40.76,0.0,122.28
1830.91,0.0,3661.82
18.21,0.16,15.2964
1381.86,0.0,1381.86
41.43,0.0,41.43
395.16,0.11,703.3848
123.16,0.18,201.9824
49.87,0.32,33.9116
426.48,0.0,2132.4
86.22,0.0,172.44
237.35,0.08,218.362
111.31,0.0,222.62
76.62,0.17,190.7838
23.45,0.11,62.6115
204.06,0.0,1428.42
201.66,0.0,403.32
169.37,0.0,169.37
136.36,0.0,136.36
126.43,0.41,74.5937
97.75,0.0,97.75
416.4,0.0,416.4
18.71,0.2,59.872
107.5,0.0,215.0
1168.13,0.12,2055.9088
180.92,0.2,144.736
23.38,0.0,70.14
238.01,0.0,476.02
74.01,0.0,74.01
430.35,0.0,430.35
378.18,0.0,378.18
142.09,0.0,710.45
55.36,0.0,110.72
250.28,0.0,1501.68
402.75,0.0,402.75
397.58,0.0,397.58
49.31,0.0,147.93
45.8,0.0,91.6
782.62,0.0,782.62
335.67,0.0,671.34
1282.95,0.0,3848.85
469.03,0.0,1407.09
692.52,0.0,2077.56
114.91,0.0,114.91
547.3,0.0,547.3
307.69,0.0,615.38
284.89,0.0,1139.56
75.9,0.0,151.8
460.8,0.05,2626.56
15.24,0.0,76.2
477.87,0.0,477.87
978.31,0.0,978.31
556.17,0.0,556.17
269.01,0.0,538.02
121.32,0.0,242.64
1640.15,0.0,1640.15
1019.48,0.0,1019.48
690.05,0.0,1380.1
1301.84,0.0,1301.84
1633.02,0.0,4899.06
46.52,0.16,117.2304
86.61,0.42,150.7014
493.59,0.34,651.5388
522.01,0.09,3800.2328
110.58,0.0,110.58
24.99,0.0,24.99
57.17,0.0,400.19
1240.27,0.0,1240.27
225.33,0.16,189.2772
1020.73,0.0,2041.46
287.31,0.0,861.93
218.41,0.0,218.41
757.97,0.0,3031.88
38.3,0.0,76.6
707.38,0.0,707.38
83.53,0.0,167.06
21.49,0.0,42.98
85.79,0.06,241.9278
26.61,0.0,53.22
436.4,0.44,488.768
44.78,0.09,122.2494
262.63,0.13,456.9762
32.78,0.15,27.863
52.13,0.5,52.13
205.46,0.13,357.5004
1253.36,0.0,2506.72
353.47,0.12,622.1072
153.48,0.09,279.3336
497.87,0.0,497.87
527.57,0.0,1055.14
1039.56,0.0,4158.24
373.2,0.17,619.512
192.43,0.0,192.43
295.5,0.0,295.5
80.72,0.48,41.9744
414.89,0.09,1132.6497
135.08,0.0,540.32
464.06,0.0,1856.24
508.45,0.0,1525.35
366.48,0.19,1187.3952
43.21,0.16,108.8892
26.72,0.15,22.712
132.12,0.0,660.6
144.12,0.0,288.24
41.55,0.0,83.1
146.3,0.0,146.3
1193.16,0.0,3579.48
128.87,0.05,244.853
231.9,0.0,1623.3
86.72,0.13,75.4464
632.82,0.15,537.897
27.12,0.17,22.5096
571.68,0.0,1143.36
107.58,0.0,322.74
249.55,0.0,998.2
35.2,0.0,70.4
953.81,0.0,1907.62
333.85,0.0,667.7
284.17,0.0,568.34
147.34,0.19,238.6908
74.84,0.16,125.7312
48.55,0.07,135.4545
57.87,0.28,333.3312
36.97,0.47,19.5941
63.55,0.0,190.65
928.64,0.0,1857.28
99.75,0.08,458.85
54.02,0.0,54.02
1631.32,0.17,4061.9868
1308.42,0.0,6542.1
41.78,0.0,41.78
1875.52,0.0,7502.08
73.24,0.0,732.4
8.76,0.0,8.76
268.73,0.0,1612.38
761.42,0.0,3045.68
52.02,0.12,183.1104
222.68,0.46,240.4944
32.38,0.0,64.76
251.02,0.29,178.2242
244.09,0.0,244.09
56.7,0.07,105.462
16.04,0.0,64.16
46.27,0.0,46.27
188.95,0.0,944.75
131.9,0.0,131.9
133.24,0.12,1055.2608
11.14,0.0,11.14
53.09,0.0,53.09
1488.0,0.0,1488.0
1724.41,0.0,3448.82
44.53,0.0,133.59
48.45,0.0,96.9
136.72,0.2,656.256
489.47,0.0,3426.29
107.29,0.32,72.9572
34.51,0.0,69.02
68.9,0.0,482.3
103.84,0.38,64.3808
290.36,0.0,290.36
213.98,0.09,194.7218
44.94,0.0,224.7
40.56,0.05,77.064
1370.82,0.3,2878.722
53.76,0.08,148.3776
133.62,0.0,400.86
31.07,0.0,93.21
202.62,0.1,364.716
45.92,0.0,45.92
297.73,0.0,595.46
59.8,0.46,161.46
32.82,0.0,131.28
27.15,0.0,135.75
269.82,0.18,442.5048
64.27,0.0,128.54
676.61,0.48,703.6744
122.84,0.0,737.04
237.34,0.0,237.34
329.46,0.2,263.568
102.73,0.0,102.73
288.08,0.0,288.08
289.68,0.0,289.68
190.27,0.0,190.27
1875.44,0.0,1875.44
34.66,0.09,94.6218
375.56,0.0,375.56
129.29,0.0,129.29
1138.55,0.0,4554.2
20.03,0.41,23.6354
22.18,0.0,22.18
63.32,0.09,115.2424
62.25,0.0,124.5
336.05,0.0,1008.15
180.63,0.29,128.2473
544.56,0.18,893.0784
58.66,0.13,102.0684
234.14,0.0,702.42
222.67,0.27,325.0982
86.91,0.17,216.4059
109.11,0.0,109.11
1033.78,0.43,589.2546
946.19,0.0,946.19
168.81,0.0,168.81
267.98,0.0,803.94
29.04,0.0,58.08
373.61,0.0,747.22
14.03,0.0,14.03
992.42,0.16,1667.2656
11.25,0.0,33.75
310.12,0.13,809.4132
16.78,0.0,100.68
1212.56,0.19,982.1736
1251.77,0.41,2215.6329
131.66,0.0,1053.28
187.71,0.0,187.71
433.08,0.0,433.08
51.72,0.0,51.72
403.38,0.0,403.38
42.97,0.12,37.8136
463.56,0.0,1390.68
157.91,0.0,157.91
104.18,0.07,193.7748
60.79,0.29,172.6436
26.54,0.0,53.08
286.54,0.0,859.62
71.47,0.0,71.47
89.75,0.11,79.8775
691.56,0.0,2074.68
299.38,0.0,299.38
152.85,0.0,152.85
264.95,0.0,1059.8
636.88,0.19,1547.6184
74.96,0.0,74.96
431.36,0.0,2588.16
48.4,0.18,79.376
43.53,0.0,261.18
89.69,0.0,89.69
291.96,0.0,291.96
1393.76,0.0,1393.76
532.74,0.0,532.74
109.45,0.0,437.8
501.89,0.42,582.1924
271.06,0.0,542.12
301.18,0.05,286.121
1153.18,0.08,3182.7768
138.13,0.11,122.9357
74.94,0.0,74.94
9.79,0.0,19.58
26.19,0.0,26.19
40.43,0.47,42.8558
463.24,0.14,1195.1592
59.55,0.0,119.1
43.34,0.32,58.9424
97.61,0.0,97.61
12.48,0.06,35.1936
50.35,0.08,92.644
479.44,0.46,258.8976
33.43,0.0,200.58
344.3,0.0,344.3
60.83,0.0,60.83
82.28,0.0,164.56
212.38,0.0,212.38
140.44,0.0,421.32
803.16,0.0,803.16
108.45,0.0,216.9
753.59,0.0,3014.36
558.45,0.14,480.267
172.87,0.0,172.87
200.45,0.0,400.9
186.27,0.0,186.27
914.71,0.0,6402.97
51.53,0.0,51.53
55.27,0.0,55.27
34.02,0.0,204.12
291.06,0.0,582.12
136.45,0.0,682.25
264.83,0.0,529.66
84.91,0.0,254.73
236.43,0.0,709.29
361.65,0.06,1019.853
572.69,0.0,3436.14
417.57,0.46,450.9756
49.35,0.12,43.428
66.65,0.0,399.9
9.17,0.0,9.17
228.01,0.0,1140.05
23.82,0.4,14.292
29.42,0.0,58.84
210.28,0.0,420.56
680.89,0.13,1184.7486
1711.91,0.0,8559.55
12.96,0.11,34.6032
170.15,0.0,340.3
76.7,0.0,76.7
786.02,0.0,786.02
769.91,0.0,1539.82
313.19,0.0,626.38
320.22,0.0,320.22
380.97,0.0,1523.88
24.85,0.06,210.231
175.67,0.0,175.67
106.85,0.0,106.85
1485.07,0.0,4455.21
247.79,0.1,446.022
273.75,0.0,547.5
446.59,0.0,446.59
33.91,0.11,60.3598
23.34,0.0,93.36
61.56,0.09,560.196
47.23,0.47,25.0319
102.28,0.0,306.84
295.37,0.0,295.37
411.75,0.14,2124.63
29.19,0.0,233.52
675.47,0.0,1350.94
211.5,0.0,423.0
30.38,0.0,30.38
476.5,0.0,953.0
19.82,0.1,35.676
202.86,0.0,811.44
85.04,0.16,71.4336
337.31,0.0,337.31
26.9,0.0,80.7
158.43,0.0,475.29
206.43,0.11,367.4454
342.86,0.0,685.72
1107.36,0.0,3322.08
121.65,0.19,98.5365
46.34,0.0,46.34
1064.45,0.0,6386.7
273.65,0.0,820.95
501.92,0.0,1003.84
667.6,0.08,1228.384
119.6,0.0,119.6
23.49,0.0,93.96
49.11,0.38,30.4482
1589.91,0.1,1430.919
56.83,0.0,56.83
157.41,0.0,629.64
1318.14,0.06,8673.3612
1407.36,0.0,2814.72
531.58,0.0,2126.32
38.09,0.25,28.5675
257.64,0.0,257.64
449.72,0.0,1349.16
51.73,0.34,34.1418
877.56,0.0,1755.12
110.31,0.0,220.62
1196.02,0.13,1040.5374
71.55,0.0,214.65
42.9,0.49,21.879
401.73,0.0,401.73
113.08,0.0,226.16
75.12,0.0,75.12
60.24,0.0,60.24
81.01,0.14,69.6686
205.38,0.15,174.573
1879.23,0.0,1879.23
55.78,0.16,46.8552
69.85,0.14,300.355
29.72,0.0,89.16
1013.0,0.0,8104.0
114.17,0.44,191.8056
67.07,0.0,134.14
77.5,0.11,68.975
71.81,0.0,287.24
156.18,0.0,780.9
264.38,0.0,528.76
13.3,0.0,13.3
53.49,0.0,160.47
43.93,0.19,71.1666
490.68,0.0,981.36
86.57,0.0,259.71
33.81,0.07,188.6598
37.38,0.0,74.76
573.16,0.0,1719.48
124.81,0.0,249.62
395.59,0.0,1186.77
260.61,0.0,521.22
79.02,0.0,395.1
40.1,0.15,102.255
38.56,0.14,132.6464
452.66,0.0,1357.98
43.48,0.0,86.96
1879.03,0.0,7516.12
42.72,0.13,74.3328
1116.02,0.0,3348.06
52.7,0.0,52.7
288.15,0.0,1440.75
58.03,0.0,290.15
321.28,0.0,963.84
1507.92,0.39,919.8312
100.48,0.15,170.816
1422.52,0.0,2845.04
38.35,0.0,115.05
109.28,0.0,109.28
659.96,0.0,4619.72
281.59,0.0,281.59
315.54,0.0,315.54
14.34,0.49,14.6268
1990.56,0.0,3981.12
896.34,0.33,600.5478
454.37,0.0,908.74
45.46,0.0,45.46
43.37,0.0,130.11
45.32,0.0,90.64
28.14,0.31,38.8332
871.69,0.0,871.69
247.61,0.0,247.61
778.62,0.0,3114.48
539.78,0.2,2159.12
101.9,0.0,101.9
1030.22,0.0,2060.44
42.17,0.16,212.5368
101.31,0.42,117.5196
59.68,0.0,59.68
141.36,0.0,706.8
614.69,0.0,1844.07
50.97,0.06,143.7354
157.59,0.0,157.59
138.65,0.0,138.65
77.92,0.0,233.76
223.88,0.0,223.88
1273.29,0.0,3819.87
17.03,0.0,17.03
46.6,0.0,93.2
334.72,0.0,334.72
323.09,0.0,323.09
143.83,0.0,143.83
42.12,0.06,118.7784
231.04,0.0,231.04
1605.71,0.0,8028.55
41.95,0.07,39.0135
31.94,0.0,63.88
679.0,0.0,2716.0
419.94,0.0,1679.76
350.52,0.05,1331.976
87.28,0.0,174.56
64.58,0.0,129.16
18.67,0.2,44.808
40.44,0.0,121.32
116.84,0.0,116.84
18.28,0.0,18.28
265.87,0.0,2126.96
490.59,0.0,490.59
54.56,0.0,109.12
78.92,0.0,315.68
144.19,0.0,432.57
89.22,0.0,356.88
114.54,0.0,458.16
1929.44,0.1,1736.496
474.01,0.0,1422.03
466.2,0.0,1864.8
1359.9,0.0,8159.4
92.7,0.17,230.823
442.79,0.09,805.8778
130.63,0.0,261.26
303.26,0.0,303.26
225.9,0.0,225.9
35.54,0.0,35.54
14.97,0.0,74.85
38.88,0.0,116.64
107.74,0.14,277.9692
111.9,0.0,447.6
1058.44,0.0,2116.88
8.84,0.12,15.5584
354.27,0.11,2207.1021
299.1,0.0,1196.4
87.46,0.0,787.14
17.13,0.0,17.13
36.85,0.0,36.85
537.76,0.0,1613.28
1316.54,0.09,9584.4112
510.0,0.07,474.3
1036.62,0.0,1036.62
431.59,0.29,306.4289
796.59,0.0,796.59
22.07,0.0,66.21
126.61,0.07,117.7473
91.21,0.0,182.42
275.09,0.0,275.09
56.91,0.0,56.91
25.11,0.0,100.44
1507.67,0.0,1507.67
477.55,0.0,477.55
29.64,0.07,55.1304
362.44,0.14,623.3968
32.64,0.0,97.92
169.98,0.0,339.96
59.6,0.0,59.6
8.02,0.0,24.06
581.02,0.0,1743.06
11.04,0.0,11.04
50.06,0.0,50.06
643.34,0.12,566.1392
155.31,0.0,310.62
61.66,0.0,431.62
49.81,0.0,199.24
41.73,0.0,125.19
101.04,0.17,419.316
43.81,0.0,87.62
59.4,0.0,118.8
1705.93,0.0,5117.79
79.09,0.16,66.4356
33.27,0.0,99.81
86.19,0.09,156.8658
12.71,0.0,12.71
25.3,0.0,50.6
671.25,0.0,671.25
390.83,0.0,781.66
223.3,0.0,223.3
219.08,0.17,1272.8548
17.88,0.0,35.76
255.64,0.0,511.28
57.41,0.0,57.41
55.43,0.0,332.58
297.42,0.14,255.7812
402.53,0.09,732.6046
35.45,0.0,35.45
784.33,0.1,705.897
180.65,0.0,180.65
38.34,0.0,115.02
206.86,0.2,827.44
24.23,0.0,48.46
1655.93,0.0,1655.93
144.39,0.0,433.17
1488.96,0.0,8933.76
61.65,0.11,109.737
290.63,0.0,290.63
75.91,0.0,151.82
152.85,0.0,305.7
58.22,0.0,407.54
1440.83,0.0,1440.83
462.11,0.0,2310.55
9.87,0.0,19.74
121.47,0.0,364.41
153.01,0.0,306.02
606.31,0.14,2607.133
200.28,0.09,182.2548
53.43,0.0,53.43
52.23,0.39,223.0221
150.41,0.0,300.82
306.23,0.0,306.23
439.66,0.0,439.66
120.08,0.06,112.8752
1702.72,0.19,4137.6096
266.72,0.0,533.44
34.88,0.0,34.88
67.91,0.0,67.91
563.33,0.0,563.33
375.35,0.0,750.7
10.16,0.0,40.64
825.48,0.26,1221.7104
44.06,0.38,81.9516
291.48,0.0,291.48
203.36,0.0,203.36
208.87,0.05,198.4265
659.35,0.0,659.35
46.29,0.0,46.29
274.57,0.0,274.57
407.36,0.0,407.36
43.26,0.0,43.26
364.94,0.0,2189.64
1476.96,0.0,1476.96
14.96,0.0,14.96
750.22,0.29,1597.9686
385.87,0.0,385.87
43.17,0.18,106.1982
49.3,0.48,25.636
79.63,0.17,198.2787
1488.14,0.0,8928.84
1738.82,0.0,10432.92
28.02,0.0,84.06
125.82,0.0,125.82
769.65,0.15,1308.405
199.49,0.0,199.49
1307.28,0.37,823.5864
214.95,0.0,214.95
18.85,0.0,94.25
113.18,0.0,113.18
221.15,0.0,663.45
127.82,0.0,127.82
83.4,0.3,58.38
91.54,0.0,274.62
222.05,0.0,666.15
179.55,0.0,718.2
32.77,0.0,131.08
1387.46,0.16,3496.3992
114.75,0.0,114.75
1226.81,0.0,8587.67
895.7,0.0,895.7
23.28,0.14,100.104
1422.13,0.48,2958.0304
1162.8,0.0,2325.6
881.32,0.0,2643.96
209.98,0.0,209.98
1304.93,0.1,2348.874
606.65,0.0,606.65
709.26,0.32,964.5936
430.2,0.0,430.2
1498.14,0.0,2996.28
731.54,0.31,1009.5252
233.13,0.0,466.26
125.43,0.0,125.43
45.88,0.0,45.88
742.81,0.0,1485.62
629.96,0.49,642.5592
14.96,0.14,12.8656
20.18,0.0,20.18
1218.89,0.42,1413.9124
758.18,0.0,1516.36
12.66,0.0,12.66
219.16,0.11,195.0524
208.9,0.0,626.7
776.51,0.36,496.9664
149.93,0.0,149.93
426.0,0.0,426.0
72.84,0.0,145.68
245.79,0.0,1474.74
46.91,0.28,135.1008
1799.97,0.0,1799.97
60.76,0.17,302.5848
106.88,0.0,213.76
109.43,0.0,109.43
589.79,0.0,589.79
17.36,0.0,173.6
191.31,0.0,573.93
15.16,0.09,13.7956
617.57,0.0,1852.71
1443.13,0.0,1443.13
78.18,0.0,234.54
60.57,0.0,60.57
46.37,0.0,92.74
661.07,0.0,1322.14
366.11,0.13,1274.0628
328.2,0.0,656.4
57.04,0.0,57.04
312.19,0.35,608.7705
1078.43,0.11,1919.6054
1967.87,0.0,1967.87
32.96,0.0,32.96
1794.79,0.14,4630.5582
56.33,0.08,155.4708
123.05,0.0,246.1
301.36,0.0,1205.44
46.14,0.0,46.14
51.76,0.0,310.56
36.34,0.0,181.7
12.66,0.0,25.32
358.53,0.0,717.06
32.68,0.0,326.8
377.27,0.0,754.54
1168.31,0.18,958.0142
121.04,0.45,66.572
125.72,0.0,125.72
32.62,0.0,65.24
297.95,0.0,297.95
57.69,0.0,288.45
57.71,0.0,115.42
10.02,0.0,10.02
480.19,0.18,393.7558
434.01,0.15,2582.3595
273.46,0.16,689.1192
100.39,0.14,86.3354
213.7,0.0,854.8
123.66,0.0,247.32
416.56,0.0,416.56
58.27,0.0,58.27
966.2,0.0,966.2
413.32,0.5,206.66
181.19,0.42,420.3608
275.71,0.32,937.414
37.23,0.0,111.69
324.08,0.43,554.1768
220.97,0.41,391.1169
32.86,0.0,32.86
869.49,0.12,765.1512
608.85,0.43,347.0445
56.88,0.05,108.072
343.6,0.0,687.2
397.15,0.0,1588.6
135.47,0.0,135.47
26.48,0.0,26.48
68.87,0.0,68.87
43.49,0.0,43.49
166.06,0.0,332.12
97.51,0.35,126.763
81.36,0.0,488.16
33.09,0.13,57.5766
326.37,0.06,306.7878
259.85,0.18,213.077
382.4,0.11,1021.008
377.28,0.0,377.28
280.18,0.16,470.7024
463.53,0.0,463.53
33.66,0.0,134.64
136.58,0.32,278.6232
318.85,0.1,573.93
1078.8,0.0,6472.8
24.3,0.0,24.3
21.02,0.0,63.06
1633.3,0.0,4899.9
107.68,0.0,107.68
83.55,0.0,167.1
64.29,0.14,55.2894
634.61,0.0,634.61
22.76,0.0,45.52
207.76,0.0,1246.56
21.96,0.0,21.96
217.38,0.0,652.14
42.43,0.0,381.87
54.19,0.0,54.19
634.73,0.0,634.73
147.27,0.0,147.27
29.93,0.0,149.65
52.92,0.0,52.92
36.69,0.0,36.69
59.93,0.16,50.3412
264.6,0.0,264.6
28.18,0.0,28.18
309.22,0.0,309.22
287.27,0.11,1278.3515
167.46,0.0,167.46
1659.35,0.0,1659.35
261.78,0.11,232.9842
542.25,0.0,542.25
1202.2,0.0,1202.2
125.17,0.0,125.17
80.77,0.09,147.0014
1952.91,0.0,5858.73
160.51,0.0,321.02
955.33,0.0,1910.66
265.56,0.06,249.6264
761.22,0.14,1309.2984
125.95,0.15,321.1725
139.32,0.0,1253.88
38.08,0.0,76.16
1756.96,0.0,1756.96
432.52,0.15,735.284
42.26,0.14,145.3744
575.41,0.18,1415.5086
35.82,0.0,35.82
247.27,0.13,645.3747
44.81,0.0,44.81
206.92,0.0,620.76
21.07,0.13,18.3309
273.58,0.0,273.58
41.43,0.17,34.3869
412.58,0.0,412.58
223.98,0.0,447.96
1059.54,0.14,911.2044
356.58,0.0,356.58
278.19,0.0,1390.95
133.7,0.15,340.935
192.79,0.0,963.95
916.16,0.0,916.16
566.39,0.0,1699.17
17.94,0.0,17.94
397.17,0.0,2780.19
245.76,0.0,983.04
205.8,0.0,205.8
145.22,0.0,290.44
351.21,0.0,1404.84
193.06,0.17,320.4796
653.07,0.16,548.5788
743.65,0.0,3718.25
331.25,0.0,662.5
828.7,0.39,505.507
244.68,0.0,244.68
75.44,0.05,430.008
496.01,0.08,1825.3168
50.04,0.0,50.04
1884.53,0.0,1884.53
897.91,0.0,2693.73
184.69,0.0,554.07
281.69,0.0,281.69
246.47,0.0,492.94
22.31,0.0,44.62
77.84,0.34,154.1232
145.28,0.3,305.088
29.73,0.0,29.73
1305.72,0.0,2611.44
112.98,0.48,117.4992
52.44,0.0,157.32
36.6,0.0,73.2
716.06,0.11,4461.0538
53.47,0.0,53.47
104.31,0.0,104.31
588.32,0.29,835.4144
69.47,0.09,63.2177
66.97,0.0,468.79
188.75,0.1,169.875
108.53,0.0,434.12
76.59,0.12,67.3992
72.43,0.0,217.29
46.33,0.0,416.97
52.87,0.15,44.9395
165.27,0.11,294.1806
195.73,0.35,254.449
133.33,0.0,266.66
78.09,0.11,417.0006
297.85,0.0,893.55
24.41,0.19,59.3163
243.92,0.0,731.76
130.17,0.4,78.102
328.09,0.44,734.9216
56.96,0.0,284.8
276.89,0.0,553.78
45.83,0.0,91.66
1821.45,0.0,1821.45
253.78,0.0,253.78
1465.15,0.47,4659.177
875.71,0.05,1663.849
410.01,0.0,410.01
29.79,0.27,65.2401
370.9,0.0,370.9
373.21,0.0,373.21
664.55,0.16,2232.888
331.1,0.0,662.2
25.59,0.0,25.59
769.9,0.0,769.9
209.12,0.0,209.12
703.72,0.0,703.72
143.08,0.47,151.6648
243.51,0.0,974.04
86.92,0.17,72.1436
1578.12,0.0,3156.24
169.14,0.44,189.4368
321.73,0.0,965.19
33.74,0.0,33.74
44.07,0.45,24.2385
255.3,0.0,510.6
364.13,0.0,364.13
30.88,0.0,123.52
46.81,0.14,40.2566
115.87,0.0,115.87
370.69,0.0,741.38
61.8,0.0,123.6
24.39,0.0,73.17
195.13,0.0,390.26
132.27,0.0,396.81
82.51,0.17,205.4499
288.91,0.0,288.91
33.2,0.09,60.424
282.03,0.0,282.03
1570.76,0.0,7853.8
490.46,0.18,402.1772
34.99,0.06,230.2342
165.42,0.0,165.42
66.57,0.0,133.14
139.83,0.0,699.15
1159.4,0.0,1159.4
317.66,0.0,2541.28
142.32,0.0,142.32
294.48,0.0,588.96
61.16,0.19,49.5396
44.27,0.0,44.27
887.83,0.0,887.83
56.18,0.13,48.8766
199.4,0.0,199.4
22.89,0.0,45.78
524.36,0.13,912.3864
106.11,0.0,318.33
30.0,0.17,24.9
323.21,0.0,646.42
145.76,0.49,74.3376
84.18,0.0,505.08
289.96,0.09,263.8636
704.43,0.0,1408.86
652.66,0.0,652.66
21.81,0.35,14.1765
327.84,0.0,983.52
117.69,0.0,117.69
16.76,0.0,83.8
19.32,0.0,135.24
1374.25,0.0,2748.5
320.49,0.17,266.0067
20.19,0.0,20.19
22.53,0.07,41.9058
1123.56,0.0,4494.24
20.81,0.35,40.5795
137.65,0.0,137.65
58.19,0.0,465.52
192.08,0.38,119.0896
624.23,0.0,624.23
268.0,0.0,536.0
66.91,0.0,133.82
116.05,0.0,116.05
425.12,0.0,1275.36
114.52,0.12,100.7776
93.68,0.0,93.68
312.76,0.0,625.52
1754.73,0.0,3509.46
248.86,0.0,497.72
130.81,0.0,130.81
922.45,0.1,830.205
46.53,0.0,93.06
34.16,0.0,34.16
1536.46,0.0,6145.84
1792.39,0.0,1792.39
58.75,0.18,48.175
43.22,0.47,91.6264
41.17,0.0,41.17
27.84,0.0,55.68
153.15,0.19,124.0515
265.72,0.0,265.72
48.28,0.0,96.56
189.19,0.25,141.8925
26.04,0.0,26.04
32.16,0.07,119.6352
198.89,0.0,198.89
11.94,0.0,23.88
116.23,0.0,232.46
61.56,0.0,61.56
363.79,0.0,727.58
33.11,0.0,66.22
458.3,0.0,458.3
763.83,0.0,4582.98
54.63,0.0,54.63
86.35,0.0,172.7
104.49,0.06,196.4412
83.07,0.0,83.07
29.12,0.0,29.12
321.98,0.0,965.94
418.73,0.22,326.6094
36.0,0.45,39.6
451.85,0.0,903.7
148.17,0.0,296.34
64.73,0.0,64.73
21.95,0.0,43.9
355.36,0.0,355.36
20.27,0.0,20.27
118.48,0.0,118.48
219.39,0.0,219.39
99.35,0.0,99.35
571.29,0.08,1051.1736
19.87,0.0,19.87
660.03,0.0,1980.09
117.45,0.19,95.1345
72.91,0.0,218.73
434.27,0.0,434.27
168.12,0.0,504.36
437.89,0.3,306.523
58.13,0.0,116.26
451.53,0.0,903.06
479.85,0.19,777.357
588.05,0.0,1176.1
260.54,0.0,781.62
46.34,0.0,92.68
410.47,0.09,747.0554
371.7,0.0,371.7
352.77,0.19,285.7437
169.72,0.0,509.16
31.46,0.0,31.46
150.51,0.2,361.224
200.11,0.0,400.22
824.51,0.0,4122.55
21.0,0.0,21.0
761.05,0.09,692.5555
1683.92,0.0,5051.76
58.67,0.0,234.68
457.22,0.0,914.44
1049.38,0.0,1049.38
457.8,0.0,1373.4
17.96,0.0,17.96
43.17,0.0,129.51
13.74,0.0,13.74
75.63,0.41,44.6217
956.77,0.0,6697.39
325.93,0.08,299.8556
270.71,0.0,270.71
646.72,0.46,1047.6864
366.13,0.0,1098.39
54.32,0.0,54.32
23.77,0.0,95.08
488.61,0.0,977.22
155.1,0.31,642.114
683.12,0.0,683.12
537.24,0.06,1515.0168
296.77,0.0,296.77
50.21,0.0,50.21
288.53,0.3,605.913
284.31,0.17,235.9773
132.41,0.0,926.87
1548.51,0.0,3097.02
292.35,0.0,292.35
271.47,0.0,1357.35
37.68,0.0,75.36
422.14,0.05,401.033
155.44,0.0,155.44
110.69,0.0,332.07
46.08,0.0,138.24
239.22,0.0,956.88
88.38,0.0,265.14
173.03,0.12,609.0656
488.49,0.0,976.98
579.62,0.15,492.677
82.88,0.08,228.7488
123.17,0.0,123.17
19.93,0.0,39.86
141.17,0.0,423.51
146.8,0.05,418.38
56.79,0.0,170.37
1921.73,0.0,1921.73
84.7,0.0,677.6
20.88,0.0,41.76
149.45,0.43,85.1865
299.02,0.06,1405.394
31.66,0.0,31.66
34.74,0.41,20.4966
200.72,0.0,200.72
115.86,0.15,196.962
78.31,0.18,128.4284
53.93,0.17,44.7619
107.26,0.0,321.78
81.28,0.0,81.28
184.21,0.0,184.21
102.04,0.0,306.12
103.66,0.0,414.64
54.37,0.06,51.1078
103.71,0.15,264.4605
286.12,0.0,286.12
103.49,0.0,206.98
786.34,0.0,2359.02
120.52,0.5,241.04
27.29,0.0,54.58
183.67,0.24,279.1784
120.29,0.34,158.7828
521.61,0.0,1043.22
120.01,0.13,104.4087
279.93,0.11,1743.9639
24.79,0.39,30.2438
372.99,0.0,372.99
437.49,0.13,380.6163
242.99,0.13,634.2039
28.68,0.0,114.72
113.03,0.17,469.0745
57.66,0.0,345.96
51.14,0.12,90.0064
59.49,0.46,64.2492
15.6,0.06,29.328
30.17,0.0,60.34
8.48,0.0,16.96
12.79,0.0,12.79
30.14,0.0,60.28
489.55,0.0,489.55
50.31,0.0,251.55
41.17,0.0,82.34
70.52,0.0,141.04
23.2,0.0,92.8
107.03,0.0,321.09
132.73,0.0,132.73
472.41,0.08,2173.086
59.8,0.17,148.902
725.08,0.06,681.5752
17.39,0.0,69.56
46.4,0.0,92.8
233.89,0.0,467.78
295.38,0.0,295.38
465.27,0.0,465.27
19.5,0.19,31.59
45.94,0.0,275.64
525.78,0.0,525.78
55.32,0.13,96.2568
258.89,0.0,258.89
259.5,0.0,259.5
143.87,0.19,116.5347
305.2,0.0,915.6
1761.61,0.0,3523.22
8.28,0.0,16.56
464.65,0.16,2341.836
243.41,0.0,730.23
714.31,0.49,728.5962
19.75,0.0,19.75
196.07,0.0,392.14
341.33,0.0,682.66
58.66,0.0,175.98
78.97,0.0,552.79
259.17,0.1,933.012
826.43,0.0,826.43
265.26,0.15,225.471
144.33,0.0,1010.31
1651.45,0.05,1568.8775
158.58,0.15,269.586
1489.68,0.06,2800.5984
150.76,0.0,452.28
107.37,0.0,107.37
1404.46,0.0,7022.3
183.29,0.08,168.6268
203.23,0.12,178.8424
565.18,0.0,565.18
52.9,0.17,43.907
144.6,0.0,144.6
221.7,0.0,443.4
218.84,0.0,218.84
557.53,0.0,557.53
20.56,0.39,37.6248
27.54,0.4,16.524
210.26,0.0,841.04
539.84,0.0,2699.2
199.86,0.0,599.58
181.4,0.0,181.4
29.49,0.0,58.98
132.75,0.12,116.82
